,loss,bce,kld
0,3075.4908903394266,3075.443490691468,0.0473996479585799
1,2946.8637825801097,2946.7955977983806,0.06818478172891251
2,2828.7303586784756,2828.637746758735,0.09261191974065282
3,2719.9481246927244,2719.8149017691944,0.13322292352995682
4,2612.588103664273,2612.400412880483,0.18769078378993143
5,2507.451113952917,2507.1908669611494,0.26024699176762395
6,2405.243291912657,2404.88961317556,0.3536787370966335
7,2298.5903157261205,2298.1251555672056,0.4651601589148927
8,2203.1749981620787,2202.5838188513276,0.5911793107511732
9,2099.583923072949,2098.8562287817444,0.7276942912043771
10,2008.3851796003055,2007.5110163387185,0.8741632615869975
11,1922.274515910718,1921.2492960001737,1.0252199105444457
12,1846.048566077298,1844.8728467986525,1.1757192786453383
13,1762.1089869484215,1760.78679577233,1.3221911760915004
14,1683.938386039599,1682.4760638559014,1.4623221836974978
15,1611.992077684897,1610.3955082930156,1.5965693918812711
16,1550.6948916702736,1548.9731932105558,1.7216984597177187
17,1479.4234487594456,1477.5831977323062,1.840251027139478
18,1421.8351459367987,1419.8880866347342,1.9470593020644964
19,1357.0988450350542,1355.0513474780778,2.0474975569763827
20,1308.3961405491443,1306.262656058134,2.1334844910101785
21,1248.6024230382093,1246.3855338043081,2.216889233901144
22,1207.3113062082907,1205.0275446962182,2.283761512072563
23,1153.9795833668086,1151.6325617891714,2.347021577637105
24,1108.9617950480265,1106.564089061067,2.397705986959395
25,1076.461968875361,1074.0298403647016,2.432128510659394
26,1032.101836600909,1029.6343068298577,2.4675297710514306
27,995.6224873770803,993.1332740860131,2.4892132910672156
28,963.9732362168456,961.4730315242397,2.5002046926060104
29,934.8902748226446,932.3889305344985,2.5013442881461154
30,897.8959317876605,895.3886326925715,2.5072990950889937
31,870.0257653264504,867.5243227461596,2.501442580290775
32,843.0706064320933,840.5781087479365,2.492497684156822
33,819.551521656568,817.075509336093,2.476012320474923
34,797.3220809129484,794.8662029528906,2.45587796005782
35,773.5013118047799,771.0643162062448,2.43699559853503
36,754.9288765999247,752.5208730178599,2.408003582064838
37,733.7412694554104,731.3602626662101,2.3810067892001805
38,717.1604766941342,714.8136834263335,2.3467932678007393
39,696.1221690104636,693.8025047368593,2.3196642736042663
40,681.2169282864088,678.9313165704486,2.285611715960104
41,662.6502898767145,660.3932963575413,2.2569935191732022
42,651.6589615666993,649.4437220397463,2.2152395269530687
43,633.5177078014665,631.3318329876845,2.185874813782039
44,627.8934347975052,625.7568428919934,2.1365919055117466
45,608.1715986934424,606.0595310532308,2.112067640211662
46,596.0851580062616,594.0151396313529,2.0700183749087726
47,585.105696958918,583.0914498841765,2.0142470747414802
48,574.8515942446122,572.8706424398425,1.9809518047697114
49,562.8639389874322,560.9054673425193,1.958471644912961
50,558.985283576317,557.0795505381554,1.905733038161511
51,544.0099021894532,542.1349345822825,1.8749676071706376
52,535.7119472046613,533.8704259597781,1.841521244883238
53,532.132718424094,530.3278136274762,1.8049047966178708
54,520.1273197425735,518.3532617580772,1.7740579844962192
55,514.9415807636927,513.209141835623,1.732438928069785
56,504.3224664549786,502.6174004402038,1.7050660147748111
57,500.8481495640432,499.1773373882442,1.670812175798961
58,493.17098600910816,491.52823542439717,1.6427505847109936
59,483.87659944399786,482.2592284634898,1.6173709805080694
60,479.7812328704936,478.19558141847125,1.5856514520223723
61,474.37297935385794,472.81439303322173,1.5585863206362205
62,471.24067924363453,469.7108407104061,1.5298385332284132
63,463.8000463067224,462.29087933734667,1.509166969375712
64,457.4597430415474,455.97254797216044,1.487195069386962
65,455.62218543648453,454.16262963903944,1.459555797445117
66,448.6507304626398,447.20944705926996,1.4412834033698498
67,441.3110495621408,439.8838455340723,1.4272040280685003
68,437.92161253889833,436.5142863067077,1.4073262321906719
