,loss,bce,kld
0,2521.993130578469,2521.8285666717024,0.16456390676687307
1,1583.0566099103423,1582.6937987743122,0.3628111360302868
2,1017.0682339934668,1016.3186353532534,0.7495986402133759
3,723.3027630865118,722.1647043368145,1.1380587496973744
4,573.1465814669172,571.8220324589394,1.3245490079779503
5,491.1507901807788,489.77703343830194,1.3737567424769983
6,430.44210687152935,429.0765241741035,1.3655826974258412
7,399.4664051061839,398.16397365320455,1.3024314529793586
8,370.3318737078161,369.0833404303292,1.2485332774868694
9,350.4043105744756,349.20129265915534,1.203017915320203
10,334.42032448891473,333.2906654981159,1.1296589907987877
11,324.20896594441206,323.1099919938812,1.0989739505308276
12,315.5635647585428,314.48318772370436,1.0803770348384494
13,305.6678193348735,304.6031776289388,1.06464170593471
14,298.06753327877493,297.06722800498443,1.0003052737905287
15,290.78715379252367,289.8686651893823,0.918488603141497
16,285.3659875294258,284.459133735404,0.9068537940217777
17,277.01243186169603,276.0995907471258,0.9128411145703917
18,269.05637268870646,268.101328105144,0.955044583562453
19,266.61535482360745,265.683877040341,0.9314777832664732
20,255.92837383958098,254.9075152327853,1.0208586067956134
21,248.96088707916377,247.94409071761822,1.0167963615455755
22,239.31784616385787,238.28401852656086,1.033827637297009
23,232.97980717431633,231.96732317042122,1.0124840038951188
24,228.3383302883178,227.3127855510197,1.0255447372981257
25,225.15781030539586,224.09994149115542,1.0578688142404036
26,219.7749493633056,218.68609480422302,1.088854559082572
27,213.61287798941134,212.5143855433457,1.09849244606564
28,209.28663257910748,208.1700812586844,1.1165513204229989
29,207.21141114225563,206.03903944595447,1.1723716963011663
30,199.8802951232426,198.64065768358046,1.2396374396621315
31,198.36435879105633,197.0588756641828,1.3054831268735259
32,190.97991563560387,189.6327151700319,1.3472004655719332
33,186.15413551256222,184.7594145325955,1.394720979966719
34,181.17736780226429,179.73342122528558,1.4439465769787676
35,176.0601113087431,174.57053792728638,1.4895733814567054
36,172.35153596354735,170.82115040829567,1.5303855552517156
37,166.15148494922377,164.58741956707595,1.564065382147777
38,164.13825073222128,162.52103210133942,1.6172186308818823
