,loss,bce,kld
0,2779.4881663787137,2779.4346118797703,0.05355449894366962
1,2590.9989888899163,2590.890382796343,0.10860609357328928
2,2410.0563402017638,2409.8370660031155,0.2192741986481229
3,2232.043002512373,2231.641469200081,0.40153331229203354
4,2061.961983246166,2061.3217872942155,0.6401959519502083
5,1910.2305412522642,1909.3195739229993,0.9109673292647948
6,1762.8469038133676,1761.6518796632854,1.1950241500822123
7,1631.0826101815567,1629.6021428931572,1.4804672883995336
8,1514.0832937766104,1512.3554083324534,1.7278854441570966
9,1403.8980318957604,1401.9492630227019,1.9487688730584962
10,1312.127752319209,1309.9981364995456,2.1296158196637025
11,1224.4304904793044,1222.1211475383388,2.309342940965486
12,1142.3199538863191,1139.917498986871,2.4024548994481565
13,1057.847272472677,1055.346000188133,2.501272284544153
14,989.7963044919485,987.2374479686257,2.5588565233227847
15,931.9566103582671,929.354686192655,2.601924165612133
16,880.3380244550913,877.7247717496773,2.613252705413925
17,830.0336246016285,827.4206491464823,2.6129754551461586
18,791.0890216501883,788.491285780093,2.597735870095388
19,749.0715102362302,746.4922486958837,2.57926154034653
20,716.2048515437441,713.6621501492546,2.5427013944896015
21,682.5256947841267,680.0316379257924,2.4940568583342664
22,654.510748393061,652.0736083008218,2.4371400922392494
23,628.2428280320596,625.8629433760241,2.3798846560356637
24,604.5623995929592,602.2448412297518,2.3175583632073176
25,587.584876525329,585.3370834976788,2.2477930276503475
26,568.2244463252059,566.0406280455462,2.183818279659736
27,553.4966494907512,551.3802487774375,2.1164007133137637
28,532.0925391469871,530.030295165765,2.0622439812220814
29,514.5244349677689,512.5285399906153,1.9958949771535943
30,502.4407962185991,500.50702160192725,1.933774616671791
31,491.84279274237986,489.97280265241693,1.8699900899629371
32,473.3331370542333,471.52445511435855,1.8086819398747602
33,469.09717525084363,467.3468374471614,1.7503378036822055
34,477.7076058493508,476.0263530641417,1.6812527852090722
35,451.4854341700759,449.84472986075025,1.6407043093256446
36,441.82962587633244,440.2338753467021,1.595750529630286
37,442.73366171099366,441.1955880938958,1.5380736170977976
38,423.4700956524923,421.96926108842695,1.5008345640653484
39,417.4775438418801,416.02043510212354,1.457108739756598
40,409.4374788316637,408.02425330763447,1.413225524029328
41,401.8003740934698,400.4242922706371,1.3760818228326284
42,398.47142314932364,397.12975578439546,1.3416673649281345
43,393.0369207851702,391.73340683649644,1.3035139486737846
44,382.5286842661445,381.26576173846445,1.2629225276800604
45,379.61688644879564,378.40245770603354,1.2144287427620677
46,376.3181601500312,375.1439720221315,1.1741881278996562
47,371.21898241224096,370.07294784432315,1.1460345679177955
48,362.7056995385469,361.5837755030044,1.121924035542509
49,362.33252081615444,361.2324853010274,1.1000355151270702
50,354.8288657655849,353.7420226057653,1.0868431598195394
51,352.2523013337694,351.1734698374231,1.0788314963463486
52,351.9078112128036,350.83801600701423,1.069795205789379
53,345.94107777291504,344.88585488843415,1.0552228844808687
54,342.6522092002733,341.60571069245344,1.0464985078199032
55,337.95081183246225,336.909606001488,1.0412058309743202
56,336.3694112527371,335.33483510371684,1.0345761490202525
57,330.91889769096866,329.8920566065336,1.02684108443508
58,332.1753060637466,331.1461878312557,1.0291182324908665
59,322.9851675508574,321.93813375279456,1.047033798062833
60,327.3136221762051,326.2610649519892,1.052557224215878
61,319.86831665854254,318.80236343287555,1.065953225666948
62,317.71591853878425,316.64581794357014,1.0701005952141012
63,313.57064663205927,312.4979487076009,1.0726979244583281
64,314.20825730461655,313.1243864724217,1.0838708321948793
65,317.0611747769083,315.96608056361174,1.0950942132964903
66,311.22562713666605,310.12523413518227,1.1003930014837267
67,307.9357188825553,306.8412277122959,1.0944911702594005
68,303.29244125689866,302.1900579106906,1.1023833462080352
69,301.01136121713245,299.9096268124089,1.1017344047235706
70,299.9399644838923,298.8513129251296,1.0886515587627081
71,293.04569437274074,291.97586792205186,1.0698264506888835
72,293.6152495983391,292.5209928001357,1.094256798203491
73,288.52763348817336,287.4184618580395,1.109171630133817
74,287.8398929369439,286.73049455952264,1.1093983774212872
75,288.3624098236123,287.244392522166,1.118017301446371
76,283.28350746143735,282.1552045964562,1.1283028649811069
77,279.4987294033257,278.35819889978745,1.1405305035382018
78,278.0014962907745,276.85347650986586,1.1480197809086787
79,273.8380544678188,272.69028368271745,1.147770785101255
80,274.8052899423078,273.6460312512181,1.1592586910896883
81,273.58045234848083,272.40034340562966,1.1801089428511373
82,272.94838767775207,271.7592948609156,1.189092816836526
83,274.3341856622618,273.1341834328032,1.2000022294585868
84,264.14709501295135,262.9272543931463,1.219840619805036
85,262.76966315618836,261.54444017152025,1.2252229846681268
86,260.0862207396148,258.8540366285394,1.2321841110754201
87,258.8916376883071,257.64843366460786,1.2432040236992685
88,258.7209602812864,257.47347024677146,1.247490034514923
89,257.7891095468387,256.5463538032419,1.2427557435967747
90,256.9185984915491,255.6746963200032,1.243902171545923
91,247.6476301226083,246.3871832109916,1.2604469116167032
92,247.8862302800535,246.6087324583567,1.2774978216967756
93,247.6714573937764,246.40226461477977,1.2691927789966404
94,245.53629378282454,244.26946581195668,1.2668279708678791
95,244.46508723141346,243.19117695288293,1.273910278530566
96,241.69593593783787,240.41934663343284,1.2765893044050232
97,244.68081100866283,243.3866230704529,1.29418793820991
98,238.45135367318647,237.1588896286035,1.292464044582961
99,237.19787980748185,235.9024406484765,1.2954391590053325
100,235.69313586282004,234.41147574815665,1.281660114663402
101,234.13559113510036,232.84934848199987,1.2862426531004871
102,231.3092583096524,230.01062050077743,1.2986378088749544
103,230.66521399346004,229.36030307963222,1.30491091382786
104,228.4743865461309,227.1566004171694,1.3177861289615183
105,225.49959534889754,224.16238850838192,1.3372068405156217
106,229.55795712703505,228.18223611499877,1.3757210120362773
107,224.17682309232453,222.7700989967722,1.4067240955523332
108,227.1384945335925,225.71998493604843,1.41850959754405
109,220.49902688755398,219.06867237014612,1.4303545174078596
110,215.88249803955782,214.44930298603174,1.4331950535261004
111,217.03234255763704,215.56687954395937,1.4654630136776738
112,216.42282364696274,214.95750688264192,1.4653167643208378
113,210.81154014167277,209.34879111175115,1.4627490299216368
114,215.7816975995469,214.2888388016955,1.4928587978513894
115,208.7633402088394,207.26864692141515,1.4946932874242562
116,211.48416320685646,209.9813989561889,1.502764250667532
117,207.02282766754973,205.49009587238362,1.5327317951661361
118,204.5693402873051,203.0101575682151,1.5591827190899918
119,202.25053398419533,200.67963581009315,1.5708981741021741
120,204.67519435516795,203.09859874310223,1.576595612065705
121,203.137896457103,201.52319782203,1.614698635073012
122,199.11724984039023,197.467290716552,1.6499591238382694
123,192.47454347742462,190.8254564613187,1.649087016105899
124,190.78187547048026,189.11275151877436,1.669123951705881
125,198.59559012235275,196.90112934384888,1.6944607785038541
126,188.09541493145343,186.36697374430128,1.728441187152154
127,185.51167858728405,183.76701847280893,1.744660114475121
128,185.10333023671245,183.36958567806974,1.733744558642726
129,183.96665044465198,182.20874570280796,1.757904741844035
130,178.65728335094815,176.8651356930793,1.7921476578688194
131,179.08810471629602,177.2809871895816,1.807117526714431
132,175.05962515707978,173.25956004232796,1.8000651147518252
133,172.5583509038438,170.75074032087934,1.807610582964497
134,169.6941820497372,167.86578943637113,1.8283926133660775
135,170.90235505501283,169.06305214610074,1.8393029089120523
136,167.25201890043144,165.40808946724118,1.8439294331902434
137,170.4896956402303,168.63393203490995,1.8557636053203503
138,166.25412630640986,164.38903204559855,1.8650942608113108
139,160.32741920704035,158.4640482851467,1.863370921893652
140,159.36738332357976,157.48793857070092,1.8794447528788203
141,157.45699543761685,155.55563849034746,1.9013569472693965
142,154.62546575362666,152.7064564762439,1.9190092773827736
143,151.53553247569002,149.62093540203693,1.9145970736530846
144,151.03919253680482,149.11687617582353,1.9223163609812692
145,150.7645566736855,148.8239556549886,1.9406010186968938
146,145.97605867341636,144.02738088758574,1.948677785830627
147,143.1638425615339,141.20477692000236,1.9590656415315468
148,142.27298081984816,140.29422701605273,1.9787538037954189
149,140.1172548925361,138.13320563811118,1.984049254424904
150,137.47525934453017,135.47536045189722,1.9998988926329715
151,137.18377040265338,135.15514378234008,2.028626620313309
152,135.28121469576126,133.24753308851223,2.033681607249008
153,132.65760508472061,130.6186885933414,2.0389164913792293
154,130.1376993659465,128.07237711095294,2.0653222549935624
155,129.24131442567833,127.15168061545059,2.089633810227741
156,128.12947005250055,126.04224907267339,2.0872209798271726
157,126.98356391512536,124.87491525026348,2.1086486648618705
158,126.22893997102,124.10362388903206,2.1253160819879406
159,122.45689481004848,120.33744170487633,2.1194531051721466
160,120.52550254997783,118.38836649612853,2.1371360538493005
161,120.52587892645744,118.3782361055143,2.147642820943133
162,119.30459264866086,117.14146018007213,2.163132468588722
163,115.85382475674666,113.68319223074482,2.170632526001839
164,114.61639746755145,112.44109146583448,2.1753060017169688
165,114.1074018987315,111.91658277112847,2.190819127603019
166,112.3542840425267,110.1646809512622,2.1896030912645
167,110.67885859109771,108.47142185267572,2.207436738421996
168,108.9249564373205,106.70637464250731,2.218581794813201
169,107.41665320856083,105.19667886034529,2.2199743482155325
170,106.74935137086226,104.5239216043471,2.225429766515154
171,105.51546971243883,103.27525487064389,2.240214841794936
172,103.43742238442775,101.18453213641185,2.2528902480158974
173,105.22583137627268,102.96733017460076,2.2585012016719155
174,103.35845656530398,101.0912259886833,2.2672305766206673
175,101.40280302971972,99.14988458974133,2.2529184399783952
176,98.95233788530798,96.67105422629521,2.281283659012777
177,98.84848152672322,96.55976649499291,2.2887150317303115
178,99.08807213263448,96.80974415122046,2.278327981414029
179,96.87751905493022,94.58014771252019,2.2973713424100195
180,95.28429295693743,92.99320490392552,2.291088053011901
181,94.33217704116055,92.04556900820016,2.286608032960399
182,93.8141414783217,91.50530821126549,2.308833267056225
183,92.04849247005825,89.73697761221483,2.3115148578434255
184,90.86138645233149,88.55951907806295,2.3018673742685416
185,89.82889588918167,87.50751005685717,2.321385832324485
186,89.19708897128602,86.88778519722942,2.3093037740566116
187,87.77598316946826,85.4694005128994,2.3065826565688594
188,87.17418641162301,84.8422026803423,2.3319837312807095
189,87.1615478744931,84.82725559368399,2.3342922808091098
190,84.88370505005015,82.56863230667514,2.3150727433750173
191,84.68444385112423,82.35001427241248,2.334429578711738
